region,subject,Time,condition,Value
InsulaR,14,342.5,vaa_iaa,1.082630855937366
InsulaR,14,343.3333,vaa_iaa,1.10566956502703
InsulaR,14,344.1667,vaa_iaa,1.141989475730072
InsulaR,14,345,vaa_iaa,1.1909838337334189
InsulaR,14,345.8333,vaa_iaa,1.251839886232607
InsulaR,14,346.6667,vaa_iaa,1.323555038471144
InsulaR,14,347.5,vaa_iaa,1.404956721467376
InsulaR,14,348.3333,vaa_iaa,1.494725575525688
InsulaR,14,349.1667,vaa_iaa,1.591421485422639
InsulaR,14,350,vaa_iaa,1.693511944018124
InsulaR,14,350.8333,vaa_iaa,1.7994021727257121
InsulaR,14,351.6667,vaa_iaa,1.907466390813457
InsulaR,14,352.5,vaa_iaa,2.0160796016706932
InsulaR,14,353.3333,vaa_iaa,2.123649253476656
InsulaR,14,354.1667,vaa_iaa,2.228646134364194
InsulaR,14,355,vaa_iaa,2.329633878134135
InsulaR,14,355.8333,vaa_iaa,2.4252964854945893
InsulaR,14,356.6667,vaa_iaa,2.514463307062533
InsulaR,14,357.5,vaa_iaa,2.5961309870896603
InsulaR,14,358.3333,vaa_iaa,2.669481929940738
InsulaR,14,359.1667,vaa_iaa,2.733898923419576
InsulaR,14,360,vaa_iaa,2.78897563257763
InsulaR,14,360.8333,vaa_iaa,2.8345227629661203
InsulaR,14,361.6667,vaa_iaa,2.8705697816038698
InsulaR,14,362.5,vaa_iaa,2.89736217534205
InsulaR,14,363.3333,vaa_iaa,2.9153543178930903
InsulaR,14,364.1667,vaa_iaa,2.9251981066282697
InsulaR,14,365,vaa_iaa,2.9277276164610067
InsulaR,14,365.83329999999995,vaa_iaa,2.9239400989209483
InsulaR,14,366.6667,vaa_iaa,2.9149737282134316
InsulaR,14,367.5,vaa_iaa,2.9020825611304564
InsulaR,14,368.33329999999995,vaa_iaa,2.8866092328015514
InsulaR,14,369.1667,vaa_iaa,2.869955954331993
InsulaR,14,370,vaa_iaa,2.853554410495766
InsulaR,14,370.83329999999995,vaa_iaa,2.8388351752126093
InsulaR,14,371.6667,vaa_iaa,2.8271972691933653
InsulaR,14,372.5,vaa_iaa,2.819978477810249
InsulaR,14,373.33329999999995,vaa_iaa,2.8184270281393093
InsulaR,14,374.1667,vaa_iaa,2.8236751927035852
InsulaR,14,375,vaa_iaa,2.836715344442744
InsulaR,14,375.8333,vaa_iaa,2.85837893382263
InsulaR,14,376.66670000000005,vaa_iaa,2.889318795962491
InsulaR,14,377.5,vaa_iaa,2.929995124583072
InsulaR,14,378.3333,vaa_iaa,2.980665372007872
InsulaR,14,379.16670000000005,vaa_iaa,3.041378252056677
InsulaR,14,380,vaa_iaa,3.111971937216754
InsulaR,14,380.8333,vaa_iaa,3.1920764547812346
InsulaR,14,381.66670000000005,vaa_iaa,3.2811202005359332
InsulaR,14,382.5,vaa_iaa,3.378340404861345
InsulaR,14,383.3333,vaa_iaa,3.482797306536598
InsulaR,14,384.16670000000005,vaa_iaa,3.593391715729296
InsulaR,14,385,vaa_iaa,3.708885581133198
InsulaR,14,385.8333,vaa_iaa,3.82792511831715
InsulaR,14,386.6667,vaa_iaa,3.949066008216708
InsulaR,14,387.5,vaa_iaa,4.070800137265826
InsulaR,14,388.3333,vaa_iaa,4.191583324622348
InsulaR,14,389.1667,vaa_iaa,4.30986346773452
InsulaR,14,390,vaa_iaa,4.424108535315497
InsulaR,14,390.8333,vaa_iaa,4.532833846572012
InsulaR,14,391.6667,vaa_iaa,4.634628096949105
InsulaR,14,392.5,vaa_iaa,4.728177623138023
InsulaR,14,393.3333,vaa_iaa,4.81228844285122
InsulaR,14,394.1667,vaa_iaa,4.885905656885651
InsulaR,14,395,vaa_iaa,4.948129861075585
InsulaR,14,395.8333,vaa_iaa,4.998230282518444
InsulaR,14,396.6667,vaa_iaa,5.035654426452333
InsulaR,14,397.5,vaa_iaa,5.0600340957847045
InsulaR,14,398.3333,vaa_iaa,5.071187722867984
InsulaR,14,399.1667,vaa_iaa,5.069119031016143
InsulaR,14,400,vaa_iaa,5.054012119789147
InsulaR,14,400.8333,vaa_iaa,5.026223141622266
InsulaR,14,401.6667,vaa_iaa,4.986268806405255
InsulaR,14,402.5,vaa_iaa,4.934812013696391
InsulaR,14,403.3333,vaa_iaa,4.872644968105382
InsulaR,14,404.1667,vaa_iaa,4.800670180883069
InsulaR,14,405,vaa_iaa,4.719879798990856
InsulaR,14,405.8333,vaa_iaa,4.631333731176728
InsulaR,14,406.6667,vaa_iaa,4.536137058364442
InsulaR,14,407.5,vaa_iaa,4.435417222711449
InsulaR,14,408.3333,vaa_iaa,4.33030148598099
InsulaR,14,409.1667,vaa_iaa,4.221895133614881
InsulaR,14,410,vaa_iaa,4.111260876518249
InsulaR,14,410.8333,vaa_iaa,3.999399868724406
InsulaR,14,411.6667,vaa_iaa,3.887234716643227
InsulaR,14,412.5,vaa_iaa,3.7755948055352526
InsulaR,14,413.3333,vaa_iaa,3.6652042123728568
InsulaR,14,414.1667,vaa_iaa,3.5566724126562854
InsulaR,14,415,vaa_iaa,3.450487923447746
InsulaR,14,415.8333,vaa_iaa,3.347014957340136
InsulaR,14,416.6667,vaa_iaa,3.246493093790519
InsulaR,14,417.5,vaa_iaa,3.1490399067250356
InsulaR,14,418.3333,vaa_iaa,3.054656422031839
InsulaR,14,419.1667,vaa_iaa,2.963235216910176
InsulaR,14,420,vaa_iaa,2.8745709163483544
InsulaR,14,420.8333,vaa_iaa,2.7883727914560135
InsulaR,14,421.6667,vaa_iaa,2.704279121021215
InsulaR,14,422.5,vaa_iaa,2.621872942380621
InsulaR,14,423.3333,vaa_iaa,2.5406987911761827
InsulaR,14,424.1667,vaa_iaa,2.460280012320088
InsulaR,14,425,vaa_iaa,2.380136216791391
InsulaR,14,425.8333,vaa_iaa,2.2998004608205638
InsulaR,14,426.6667,vaa_iaa,2.2188357354493196
InsulaR,14,427.5,vaa_iaa,2.136850375043189
InsulaR,14,428.33329999999995,vaa_iaa,2.053512022546837
InsulaR,14,429.1667,vaa_iaa,1.96855982638755
InsulaR,14,430,vaa_iaa,1.8818145880625738
InsulaR,14,430.83329999999995,vaa_iaa,1.7931866295605878
InsulaR,14,431.6667,vaa_iaa,1.7026812047094237
InsulaR,14,432.5,vaa_iaa,1.610401337061672
InsulaR,14,433.33329999999995,vaa_iaa,1.516548027706623
InsulaR,14,434.1667,vaa_iaa,1.4214178380723543
InsulaR,14,435,vaa_iaa,1.3253979139867402
InsulaR,14,435.83329999999995,vaa_iaa,1.228958576652196
InsulaR,14,436.6667,vaa_iaa,1.1326436624550882
InsulaR,14,437.5,vaa_iaa,1.037058845454629
InsulaR,14,438.3333,vaa_iaa,0.9428582228541462
InsulaR,14,439.16670000000005,vaa_iaa,0.8507294837552482
InsulaR,14,440,vaa_iaa,0.7613780141808109
InsulaR,14,440.8333,vaa_iaa,0.6755103160401402
InsulaR,14,441.66670000000005,vaa_iaa,0.5938171338860634
InsulaR,14,442.5,vaa_iaa,0.5169566906573235
InsulaR,14,443.3333,vaa_iaa,0.4455384319752371
InsulaR,14,444.16670000000005,vaa_iaa,0.3801076680352238
InsulaR,14,445,vaa_iaa,0.32113148294999927
InsulaR,14,445.8333,vaa_iaa,0.268986254001891
InsulaR,14,446.66670000000005,vaa_iaa,0.2239470882550978
InsulaR,14,447.5,vaa_iaa,0.18617944213593285
InsulaR,14,448.3333,vaa_iaa,0.15573314182389675
InsulaR,14,449.1667,vaa_iaa,0.13253896964508605
InsulaR,14,450,vaa_iaa,0.1164079252570791
InsulaR,14,450.8333,vaa_iaa,0.10703321147613498
InsulaR,14,451.6667,vaa_iaa,0.10399493438249263
InsulaR,14,452.5,vaa_iaa,0.10676744713658604
InsulaR,14,453.3333,vaa_iaa,0.114729208028574
InsulaR,14,454.1667,vaa_iaa,0.12717496691933827
InsulaR,14,455,vaa_iaa,0.14333004160811114
InsulaR,14,455.8333,vaa_iaa,0.16236639789775187
InsulaR,14,456.6667,vaa_iaa,0.18342020523419578
InsulaR,14,457.5,vaa_iaa,0.20561050466253428
InsulaR,14,458.3333,vaa_iaa,0.2280585982157628
InsulaR,14,459.1667,vaa_iaa,0.2499077493252515
InsulaR,14,460,vaa_iaa,0.27034277284020525
InsulaR,14,460.8333,vaa_iaa,0.2886090910137551
InsulaR,14,461.6667,vaa_iaa,0.30403083842797596
InsulaR,14,462.5,vaa_iaa,0.31602761417526803
InsulaR,14,463.3333,vaa_iaa,0.3241295034025674
InsulaR,14,464.1667,vaa_iaa,0.32799002209621997
InsulaR,14,465,vaa_iaa,0.3273966781193568
InsulaR,14,465.8333,vaa_iaa,0.322278887238749
InsulaR,14,466.6667,vaa_iaa,0.31271303429444375
InsulaR,14,467.5,vaa_iaa,0.2989245257552071
InsulaR,14,468.3333,vaa_iaa,0.28128673955570893
InsulaR,14,469.1667,vaa_iaa,0.26031684014737194
InsulaR,14,470,vaa_iaa,0.23666848988381978
InsulaR,14,470.8333,vaa_iaa,0.21112155094893414
InsulaR,14,471.6667,vaa_iaa,0.1845689337722679
InsulaR,14,472.5,vaa_iaa,0.15800080703114733
InsulaR,14,473.3333,vaa_iaa,0.13248643973746788
InsulaR,14,474.1667,vaa_iaa,0.10915399644110818
InsulaR,14,475,vaa_iaa,0.08916865123888795
InsulaR,14,475.8333,vaa_iaa,0.07370942415806386
InsulaR,14,476.6667,vaa_iaa,0.06394517381357223
InsulaR,14,477.5,vaa_iaa,0.061010202393249
InsulaR,14,478.3333,vaa_iaa,0.0659799425320402
InsulaR,14,479.1667,vaa_iaa,0.07984720018856928
InsulaR,14,480,vaa_iaa,0.10349942309837346
InsulaR,14,480.8333,vaa_iaa,0.13769745078240891
InsulaR,14,481.6667,vaa_iaa,0.18305617964592624
InsulaR,14,482.5,vaa_iaa,0.24002754578416086
InsulaR,14,483.3333,vaa_iaa,0.3088861892553749
InsulaR,14,484.1667,vaa_iaa,0.3897181174725558
