region,Time,condition,Value,SE
AGR,132.5,iaa_bi,0.101544051,0.147938665
AGR,133.3333,iaa_bi,0.10233218,0.149163343
AGR,134.1667,iaa_bi,0.102850245,0.150155681
AGR,135,iaa_bi,0.103100059,0.150914917
AGR,135.8333,iaa_bi,0.103078453,0.151443201
AGR,136.6667,iaa_bi,0.102776944,0.151745502
AGR,137.5,iaa_bi,0.102181618,0.151829503
AGR,138.3333,iaa_bi,0.101273241,0.15170549
AGR,139.1667,iaa_bi,0.100027601,0.151386211
AGR,140,iaa_bi,0.098416061,0.150886709
AGR,140.8333,iaa_bi,0.096406343,0.150224123
AGR,141.6667,iaa_bi,0.093963488,0.149417451
AGR,142.5,iaa_bi,0.091051009,0.148487277
AGR,143.3333,iaa_bi,0.087632167,0.147455463
AGR,144.1667,iaa_bi,0.083671376,0.146344821
AGR,145,iaa_bi,0.079135675,0.145178762
AGR,145.8333,iaa_bi,0.07399623,0.143980951
AGR,146.6667,iaa_bi,0.068229838,0.142774962
AGR,147.5,iaa_bi,0.061820377,0.141583978
AGR,148.3333,iaa_bi,0.054760163,0.140430513
AGR,149.1667,iaa_bi,0.047051175,0.139336198
AGR,150,iaa_bi,0.038706112,0.138321619
AGR,150.8333,iaa_bi,0.029749238,0.137406206
AGR,151.6667,iaa_bi,0.020216995,0.136608172
AGR,152.5,iaa_bi,0.010158353,0.135944466
AGR,153.3333,iaa_bi,-0.000365127,0.135430741
AGR,154.1667,iaa_bi,-0.01127952,0.135081284
AGR,155,iaa_bi,-0.02249906,0.134908901
AGR,155.8333,iaa_bi,-0.033926975,0.134924717
AGR,156.6667,iaa_bi,-0.045456597,0.135137897
AGR,157.5,iaa_bi,-0.056972758,0.135555271
AGR,158.3333,iaa_bi,-0.068353435,0.13618089
AGR,159.1667,iaa_bi,-0.07947161,0.13701554
AGR,160,iaa_bi,-0.090197322,0.13805626
AGR,160.8333,iaa_bi,-0.10039987,0.139295919
AGR,161.6667,iaa_bi,-0.109950104,0.140722894
AGR,162.5,iaa_bi,-0.118722779,0.14232092
AGR,163.3333,iaa_bi,-0.126598913,0.144069116
AGR,164.1667,iaa_bi,-0.133468085,0.145942238
AGR,165,iaa_bi,-0.139230646,0.147911131
AGR,165.8333,iaa_bi,-0.143799773,0.149943378
AGR,166.6667,iaa_bi,-0.147103332,0.152004117
AGR,167.5,iaa_bi,-0.149085492,0.154056969
AGR,168.3333,iaa_bi,-0.149708072,0.156065042
AGR,169.1667,iaa_bi,-0.148951567,0.157991959
AGR,170,iaa_bi,-0.146815837,0.159802868
AGR,170.8333,iaa_bi,-0.143320441,0.161465381
AGR,171.6667,iaa_bi,-0.1385046,0.162950419
AGR,172.5,iaa_bi,-0.132426781,0.16423293
